1.91,412.73
0.23,49.65
1.61,348.09
0.94,202.74
0.77,166.48
1.9,410.13
1.85,399.71
1.25,270.11
1.31,283.1
0.05,10.78
1.12,241.92
1.5,323.9
0.38,81.96
0.88,189.93
0.41,88.68
1.39,300.07
0.17,36.75
1.11,239.89
0.6,129.61
1.64,353.78
1.18,255.29
0.14,30.24
0.49,105.9
1.66,358.64
1.1,237.98
0.35,75.7
0.35,75.68
1.64,354.42
0.28,60.45
0.72,155.48
1.07,231.23
0.95,205.48
1.02,220.54
1.62,349.65
0.84,181.26
0.5,108.06
0.86,185.68
1.66,358.64
1.06,228.81
0.35,75.49
1.21,261.12
0.78,168.55
1.28,276.28
0.51,110.01
0.55,118.88
1.17,252.6
1.84,397.23
1.19,257.45
1.41,304.56
1.09,235.62
0.09,19.45
0.45,97.18
1.15,248.71
1.9,411.02
0.21,45.34
1.83,395.59
0.69,149.02
0.65,140.35
1.92,415.39
0.6,129.5
1.8,388.77
1.87,403.46
0.25,53.96
1.22,263.52
0.74,159.86
0.3,64.76
0.45,97.35
1.04,224.99
1.29,278.84
0.59,127.51
1.46,315.55
0.2,43.14
0.13,28.08
0.44,95.06
0.06,12.94
1.17,252.88
0.08,17.29
0.97,209.3
1.61,347.75
0.52,112.37
0.95,205.07
1.59,343.07
0.01,2.16
1.7,367.36
1.02,220.35
0.45,97.05
1.35,291.18
1.5,323.81
1.12,242.17
1.15,248.21
1.62,350.07
0.25,53.94
1.28,276.43
0.13,28.07
1.36,294.06
1.58,341.65
1.12,242.18
1.92,415.18
0.83,179.51
0.69,149.19
0.3,64.88
0.2,43.27
1.45,312.93
0.72,155.64
0.62,134.03
0.95,204.9
0.57,122.99
0.54,116.46
0.01,2.16
1.66,358.14
0.83,179.29
1.23,266.05
1.47,317.67
1.53,330.42
1.63,352.01
1.76,379.62
1.65,355.97
1.18,254.66
1.59,343.44
1.52,328.42
0.57,123.09
1.53,329.98
1.38,298.1
1.36,293.8
0.37,79.81
0.76,164.06
0.03,6.48
0.03,6.49
1.24,267.75
1.27,274.01
0.05,10.8
1.75,377.51
0.52,112.49
0.91,196.36
1.56,336.5
1.6,346.09
0.21,45.29
1.07,231.1
0.35,75.65
0.32,69.12
0.72,155.68
0.11,23.78
1.29,278.56
1.79,386.25
0.19,41.07
1.9,409.72
0.66,142.48
1.42,306.91
1.79,386.64
0.88,189.86
0.7,151.13
0.89,192.4
1.69,365.24
0.32,69.13
1.8,389.28
0.92,198.53
1.07,231.4
1.58,341.72
1.52,327.92
0.7,151.33
0.04,8.65
0.89,192.18
0.79,170.45
1.41,305.02
0.75,162.04
0.23,49.65
1.14,245.95
1.12,241.75
0.81,175.16
1.06,229.22
0.52,112.5
0.71,153.4
1.8,388.98
1.48,319.72
1.58,341.2
1.48,319.19
0.5,107.98
1.15,248.13
1.24,268.08
0.79,170.59
1.54,332.25
1.18,254.6
0.94,203.36
1.82,393.3
1.89,408.32
0.13,28.09
0.2,43.27
0.29,62.68
1.57,338.76
0.22,47.52
0.27,58.29
1.08,233.23
0.55,118.63
1.15,248.44
0.73,157.75
0.65,140.62
1.93,416.66
1.61,347.85
0.25,54.08
0.34,73.43
1.76,379.82
2.14,462.76
1.76,379.9
2.21,476.88
3.9,843.29
3.27,706.63
5.35,1155.14
5.49,1186.64
4.88,1054.24
5.16,1115.52
5.7,1232.6
7.7,1665.89
7.07,1527.07
8.59,1855.87
7.88,1701.16
8.57,1851.75
8.57,1852.67
9.07,1959.31
9.97,2155.38
10.97,2368.78
12.35,2666.68
12.59,2719.69
11.85,2560.56
12.16,2623.15
13.79,2983.32
14.86,3209.85
13.85,2996.06
14.14,3057.21
15.06,3251.25
16.01,3456.16
17.03,3682.97
17.92,3872.91
18.14,3923.68
18.04,3899.91
18.33,3953.85
18.11,3916.83
19.18,4136.31
19.87,4297.15
20.32,4385.78
21.79,4708.97
20.92,4514.38
22.47,4846.82
22.57,4878.41
22.07,4759.57
23.64,5110.67
23.75,5127.44
24.75,5342.94
25.48,5507.81
24.38,5262.02
24.79,5351.24
24.39,2626.53
25.17,2716.54
25.36,2730.71
25.88,2788.52
25.87,2788.87
25.26,2734.6
25.96,2811.65
24.29,2626.4
25.67,2776.79
24.46,2634.01
24.87,2685.75
25.39,2734.41
24.03,2595.45
24.67,2671.36
24.57,2649.47
24.46,2643.23
24.19,2615.68
25.56,2761.34
25.78,2784.92
25.08,2705.32
24.88,2684.09
24.73,2675.81
24.85,2683.9
25.83,2790.4
25.37,2738.84
25.25,2718.64
24.97,2703.86
24.88,2691.02
24.11,2596.13
25.07,2700.58
25.94,2792.99
24.83,2690.43
25.51,2755.36
24.75,2670.61
24.76,2672.32
25.51,2752.02
24.33,2635.16
25.54,2750.63
24.33,2621.92
25.51,2747.17
24.49,2643.97
24.35,2626.43
24.23,2615.87
25.02,2707.83
24.31,2619.91
24.16,2616.68
24.62,2667.65
24.45,2635.91
25.96,2810.38
24.49,2642.18
24.3,2618.96
25.88,2799.48
24.14,2603.2
25.03,2701.68
25.55,2764.86
25.42,2744.01
25.83,2797.53
26.0,2807.17
25.27,2733.59
24.64,2667.47
25.24,2717.32
24.8,2687.27
24.52,2639.38
24.62,2661.64
24.96,2692.92
24.54,2648.61
24.89,2679.79
24.74,2670.49
25.11,2709.25
25.69,2783.43
25.87,2795.52
24.92,2685.74
25.35,2733.15
24.12,2602.04
25.54,2753.89
25.95,2793.39
25.91,2789.82
25.17,2716.77
25.16,2713.08
25.26,2726.76
25.4,2734.34
25.03,2696.95
24.46,2638.08
25.81,2795.52
25.09,2716.98
24.75,2677.15
25.84,2798.36
25.14,2708.59
25.86,2802.09
25.95,2809.77
24.76,2666.12
25.52,2757.9
25.81,2778.49
24.24,2616.84
24.96,2689.7
24.71,2671.41
25.66,2772.9
24.0,2593.68
25.78,2779.97
25.42,2736.96
24.64,2652.63
24.02,2602.09
25.51,2758.92
24.93,2686.72
24.61,2659.16
25.01,2706.03
25.55,2765.08
25.37,2747.67
25.8,2786.34
25.37,2731.36
25.03,2710.77
24.2,2616.98
25.94,2793.8
25.0,2693.08
25.74,2785.07
25.97,2806.14
25.63,2768.49
24.08,2595.01
24.13,2614.01
24.27,2626.43
24.61,2656.45
25.66,2772.31
25.82,2796.14
24.33,2622.45
24.32,2629.42
25.75,2775.22
25.2,2723.46
25.09,2716.85
25.1,2713.11
25.11,2713.79
24.27,2621.94
25.72,2778.47
24.56,2649.54
24.02,2590.87
24.36,2632.39
25.98,2799.17
24.9,2681.92
24.69,2660.46
25.22,2725.23
24.24,2624.02
25.8,2785.5
25.23,2724.86
25.21,2727.67
25.62,2766.74
25.02,2705.8
25.3,2729.62
24.42,2629.66
24.24,2619.79
24.75,2677.33
25.65,2773.52
24.46,2647.62
24.6,2649.12
25.88,2795.7
24.67,2669.68
25.93,2791.78
25.78,2785.34
24.37,2637.57
25.08,2705.8
24.21,2607.51
24.76,2670.1
24.41,2633.17
24.59,2658.81
24.82,2686.66
25.85,2793.57
25.43,2737.82
25.33,2738.63
25.01,2697.1
25.31,2724.4
25.52,2754.35
25.69,2771.47
25.41,2743.4
24.35,2624.4
24.43,2645.32
24.88,2689.84
24.4,2641.38
25.59,2772.75
24.29,2616.06
25.89,2797.87
24.98,2703.74
25.67,2776.32
25.81,2786.04
24.42,2639.89
24.47,2641.54
25.67,2768.39
24.36,2625.37
25.02,2709.01
24.48,2641.64
25.64,2769.61
24.5,2643.0
25.26,2728.53
24.72,2675.36
24.74,2676.46
25.07,2715.06
24.75,2667.62
25.81,2783.92
24.13,2603.19
25.63,2777.07
25.22,2726.47
24.37,2640.07
24.35,2623.03
25.44,2747.46
25.99,2814.47
24.85,2678.57
24.6,2659.83
24.54,2658.46
25.91,2802.51
25.5,2754.17
24.19,2608.72
25.27,2725.27
25.02,2706.65
25.77,2789.3
24.17,2614.68
25.75,2778.97
24.11,2601.99
25.37,2734.28
24.87,2677.88
25.62,2774.86
25.57,2758.42
24.95,2692.99
24.69,2675.18
25.27,2737.15
25.35,2736.35
24.98,2696.69
24.41,2629.18
25.0,2691.06
25.39,2742.13
