1.41,304.51
1.59,343.51
0.28,60.51
0.38,82.18
1.64,354.42
0.57,123.31
1.86,401.87
0.37,79.92
0.4,86.46
1.27,274.2
1.88,405.64
0.1,21.58
1.6,345.62
0.27,58.33
1.19,257.43
1.59,343.99
0.22,47.54
0.33,71.39
1.24,268.08
1.07,231.43
0.61,131.81
1.75,377.8
0.92,198.82
0.8,172.8
0.69,148.87
1.41,304.6
0.01,2.16
0.32,69.22
0.7,150.95
0.71,153.3
1.76,380.12
1.17,252.51
0.27,58.37
0.67,144.61
1.16,250.58
0.15,32.42
0.35,75.48
0.14,30.26
1.78,384.4
1.96,422.94
0.69,149.08
0.43,92.8
1.36,293.81
1.36,293.4
0.36,77.84
0.49,105.71
0.12,25.93
1.51,325.93
1.51,325.99
0.0,0.0
1.12,242.1
0.19,41.08
1.4,301.94
1.08,233.47
1.85,399.0
1.65,356.15
1.74,375.53
1.47,317.09
0.19,41.04
0.72,155.64
0.7,151.24
2.0,431.99
0.86,185.91
0.95,205.39
1.31,282.63
1.56,336.64
1.47,317.75
0.99,213.71
0.22,47.57
0.0,0.0
1.83,395.55
0.44,94.91
0.72,155.58
1.24,267.49
1.39,300.33
0.37,79.9
1.89,408.78
0.03,6.47
1.14,246.31
0.21,45.37
1.43,308.62
1.72,372.09
1.9,410.39
0.72,155.41
1.62,349.65
1.43,308.99
1.61,348.09
1.81,390.56
0.14,30.25
1.71,369.6
0.91,196.33
0.06,12.97
1.06,228.91
1.19,257.35
1.91,413.07
0.88,190.35
0.49,105.89
1.14,245.84
0.23,49.61
1.25,269.96
0.55,118.89
1.88,406.54
1.54,333.11
0.88,190.04
1.95,421.34
1.1,237.5
0.07,15.11
1.59,343.0
1.98,428.19
1.32,285.23
1.29,278.9
1.7,367.69
1.99,430.53
0.58,125.17
0.69,149.13
0.64,138.08
0.66,142.77
1.7,367.32
0.24,51.76
0.3,64.85
1.12,242.02
0.61,131.63
1.55,334.75
1.99,430.45
1.3,281.19
0.83,179.5
1.83,394.95
0.67,144.5
0.54,116.78
1.0,215.93
0.95,204.91
0.14,30.23
0.31,66.91
0.39,84.23
0.38,82.09
1.25,269.66
0.27,58.38
0.98,211.38
1.98,427.82
1.35,291.36
0.95,205.25
1.81,390.36
0.16,34.61
0.07,15.14
0.7,151.26
1.71,369.44
1.99,429.39
0.37,79.83
0.94,202.73
0.34,73.35
0.14,30.23
0.0,0.0
1.31,282.86
1.26,272.45
0.34,73.52
1.55,334.63
0.76,164.07
1.95,421.59
0.26,56.1
1.81,391.31
0.55,118.87
1.12,242.27
1.36,293.78
1.46,314.87
1.95,421.73
1.14,246.64
0.43,93.0
0.17,36.78
0.71,153.49
0.14,30.27
0.9,194.37
1.45,313.17
0.65,140.6
0.94,202.93
0.13,28.05
0.42,90.64
0.4,86.51
1.68,362.67
1.55,334.36
1.35,291.67
0.19,41.02
0.6,129.53
1.55,334.35
1.35,291.45
0.04,8.65
1.68,362.91
0.72,155.67
0.65,140.41
0.54,116.51
0.59,127.59
1.93,416.3
1.71,369.1
1.2,259.48
1.49,322.29
0.76,164.27
0.92,199.0
0.0,0.0
1.95,421.6
0.78,168.69
0.63,136.14
1.04,224.82
2.24,484.52
3.37,726.95
3.38,729.01
3.49,753.83
4.41,951.81
3.52,760.53
4.32,932.2
4.87,1052.68
5.85,1265.68
6.0,1297.11
6.33,1366.76
8.31,1797.09
7.69,1658.37
8.57,1852.86
8.36,1808.15
10.41,2251.51
10.61,2293.52
10.92,2358.53
11.21,2418.51
11.04,2380.71
11.64,2511.64
13.04,2818.57
13.14,2833.98
13.57,2926.25
14.1,3044.58
14.41,3107.52
15.17,3272.24
15.61,3368.56
16.78,3624.53
16.36,3528.71
17.64,3807.26
18.19,3931.66
18.06,3903.47
18.42,3978.74
19.18,4144.32
18.83,4065.28
19.41,4186.31
21.18,4577.49
21.17,4575.14
21.74,4697.16
22.3,4820.37
22.8,4922.33
22.8,4922.3
23.44,5067.88
23.54,5077.36
25.06,5404.08
24.77,5357.43
24.4,5264.19
25.75,5558.84
24.12,2608.23
24.43,2642.74
25.69,2774.09
25.94,2802.42
24.35,2623.87
24.76,2676.26
25.71,2776.49
24.65,2667.47
24.37,2631.84
24.33,2628.62
24.32,2620.54
25.39,2749.15
25.14,2718.8
24.08,2603.15
25.93,2791.81
