1.12,241.98
0.74,159.95
1.4,302.01
0.26,56.22
0.65,140.19
0.33,71.31
1.21,261.11
1.7,366.95
1.65,356.47
1.54,332.92
1.92,415.15
0.24,51.86
0.24,51.86
1.33,287.66
1.34,289.07
0.15,32.44
0.82,176.85
1.57,338.74
1.16,250.37
0.12,25.91
0.66,142.41
1.91,413.04
0.65,140.2
1.46,315.82
1.9,409.92
1.62,349.61
1.19,257.44
0.23,49.73
1.17,252.6
1.93,417.14
0.38,82.11
0.49,105.82
0.04,8.65
0.6,129.66
1.07,230.88
1.84,396.97
0.13,28.07
0.92,198.87
0.96,207.49
0.01,2.16
0.56,121.07
1.88,405.8
1.25,269.68
0.99,213.57
0.7,151.25
1.61,347.61
0.85,183.51
1.91,413.07
0.63,136.15
0.76,164.27
1.06,228.72
0.05,10.82
1.23,265.24
0.73,157.76
0.57,123.22
1.41,304.22
0.72,155.6
0.71,153.6
0.07,15.13
0.95,205.43
0.76,164.19
1.44,311.14
1.04,224.45
1.78,384.06
1.25,269.85
1.7,366.9
1.38,297.78
1.51,325.88
1.42,307.11
0.49,105.96
1.72,371.65
1.35,291.57
1.52,328.12
1.37,295.77
0.26,56.13
0.05,10.81
0.08,17.29
1.44,310.76
1.16,250.61
0.63,135.92
1.55,334.44
1.35,292.0
0.7,151.23
1.59,343.24
1.76,380.26
1.91,412.37
0.72,155.38
1.69,365.29
1.39,300.06
1.25,270.32
1.61,348.32
0.6,129.75
0.73,157.55
0.3,64.7
0.3,64.84
1.26,272.26
0.51,110.24
0.11,23.8
0.19,41.01
1.3,280.91
0.4,86.39
1.34,289.01
0.56,121.11
0.6,129.7
1.36,294.24
1.15,248.72
0.75,161.98
1.91,412.61
0.93,200.9
1.52,328.86
0.53,114.44
1.96,422.83
1.31,282.98
1.29,278.86
0.12,25.93
1.27,274.51
1.27,274.35
1.63,352.15
1.76,379.94
1.38,298.47
1.36,294.22
1.31,283.18
1.18,254.48
1.62,349.53
1.68,363.33
1.25,269.63
1.47,317.36
0.08,17.25
1.77,382.72
0.53,114.44
0.53,114.58
1.27,274.06
1.43,308.67
1.27,274.62
0.93,200.75
1.01,217.9
1.57,339.31
0.4,86.47
0.53,114.48
1.14,245.98
1.3,281.03
0.19,41.07
0.29,62.69
1.67,360.27
1.31,283.02
0.82,176.97
0.39,84.2
1.27,274.48
0.81,175.24
0.67,144.57
0.33,71.35
0.33,71.23
0.17,36.7
1.52,328.66
1.06,229.18
0.54,116.73
0.33,71.22
1.21,260.93
1.07,231.19
1.01,218.44
1.4,302.01
1.2,258.79
1.99,430.06
0.41,88.44
0.59,127.29
1.17,253.08
1.2,259.56
0.67,144.87
1.77,382.07
1.57,338.71
1.94,418.7
1.88,405.5
0.88,189.8
0.68,146.65
0.02,4.32
1.88,406.66
0.98,211.57
1.0,216.32
1.64,353.87
0.63,136.27
1.0,215.66
1.43,308.85
0.4,86.27
0.38,82.04
0.88,190.39
1.67,360.67
1.12,241.86
0.4,86.35
1.74,375.93
1.34,289.38
0.08,17.28
1.05,227.11
0.28,60.55
1.83,395.87
1.14,246.29
0.04,8.65
1.02,220.22
0.98,211.53
0.51,110.25
0.73,157.44
2.37,512.76
2.12,458.52
3.48,752.84
3.67,793.01
2.64,570.68
3.58,772.75
5.39,1166.03
5.13,1108.87
6.2,1338.58
5.66,1221.1
5.94,1284.1
6.09,1314.81
8.5,1838.59
8.19,1768.54
8.48,1831.25
9.75,2102.84
9.8,2117.72
9.11,1966.98
11.43,2470.82
10.77,2326.45
12.2,2632.22
11.96,2583.24
11.88,2564.15
13.23,2861.53
12.56,2715.37
13.72,2961.48
13.76,2973.54
14.74,3185.4
15.18,3281.6
15.96,3445.62
15.81,3419.5
17.19,3719.19
18.02,3894.38
17.37,3754.21
18.07,3907.17
18.17,3923.18
19.67,4246.9
19.99,4324.78
21.1,4562.1
21.72,4690.44
21.58,4661.94
22.88,4944.47
22.39,4834.12
23.78,5131.18
24.18,5214.2
23.63,5099.15
24.05,5194.13
24.3,5255.56
25.11,5419.74
24.53,5305.39
25.55,2757.85
25.5,2748.98
25.27,2735.54
24.11,2603.46
24.04,2588.82
24.98,2705.31
24.23,2615.88
24.66,2666.88
25.24,2731.19
25.29,2732.9
25.52,2747.29
24.39,2631.11
25.39,2746.58
24.69,2671.22
25.87,2786.88
25.2,2720.54
24.23,2617.17
24.27,2618.74
24.47,2635.51
25.35,2740.69
24.49,2648.56
24.1,2609.71
25.89,2787.21
25.48,2755.95
24.94,2686.49
25.08,2706.37
24.6,2662.02
24.83,2679.1
25.23,2730.06
24.38,2627.47
25.57,2764.35
25.34,2744.06
24.89,2682.0
24.85,2691.54
25.33,2730.92
24.02,2586.75
25.56,2755.47
25.6,2772.69
24.9,2687.56
24.39,2631.26
24.7,2673.51
24.61,2654.65
25.58,2760.64
24.89,2690.59
25.22,2725.58
24.47,2635.13
24.55,2648.24
24.86,2684.58
25.35,2741.69
24.99,2696.07
25.92,2802.99
25.03,2696.0
24.44,2632.36
24.36,2636.45
25.62,2768.21
25.8,2779.5
24.32,2629.76
24.11,2603.77
25.8,2780.11
25.71,2777.86
25.19,2727.97
25.76,2781.28
24.14,2608.72
24.0,2587.26
25.24,2734.67
25.36,2744.58
24.3,2626.13
25.62,2761.09
25.04,2699.7
25.82,2791.98
25.55,2756.63
25.57,2770.66
25.45,2751.97
25.87,2784.8
25.03,2694.67
24.34,2632.93
24.41,2638.91
25.36,2736.13
24.02,2586.88
24.54,2657.55
